state_code,LGD_ST_Code,state_name,district_code,LGD_Dist_Code,district_name,total_no_of_job_cards_issued,total_no_of_workers,total_no_of_active_job_cards,total_no_of_active_workers,sc_worker_percentage_against_acive_workers,st_worker_percentage_against_active_workers,approved_labour_budget,persondays_of_central_liability_so_far,sc_persondays_percentage_of_total,st_persondays_percentage_of_total,women_persondays_percentage_of_total,average_days_employment_per_household,average_wage_rate_per_day_per_person,total_no_of_HHs_completed_100_days,total_households_worked,total_individuals_worked,differently_abled_persons_worked,no_of_GPs_with_NIL_expenditure,total_no_of_works_taken_up_new_and_spillover,no_of_ongoing_works,no_of_completed_works,percentage_of_NRM_expenditure_in_MWC_blocks,percentage_of_category_B_works,percentage_expenditure_on_agriculture_and_allied_works,total_expenditure,wages,material_and_skilled_wages,total_admin_expenditure,district_normalized,Total_AWCs,Total_Children
34,20,JHARKHAND,3416,332.0,HAZARIBAGH,403053,547338,178099,240478,36987,16035,6147794,5590565,704735,308498,3129268,47,284.26670280553,6411,118399,131679,410,12,87469,65168,22301,83.58,97,59.95,17472.94036755,15892.1147937,1231.06675385,349.75882,HAZARIBAGH,,
34,20,JHARKHAND,3417,323.0,CHATRA,307726,365832,180193,218869,56755,12414,6605601,4814892,1148612,304610,2562964,38,279.943853338766,3679,124481,139941,135,1,69751,58397,11354,80.55,98,77.69,14382.725741659,13478.9941989,729.466802759,174.26474,CHATRA,,
34,20,JHARKHAND,3418,334.0,KODERMA,164931,207333,68445,86640,9696,1133,2225837,1931659,167444,28075,1067725,45,282.247279333464,1813,42739,46947,113,0,25995,20880,5115,70.34,94,79.51,6191.348499441,5452.0549735,630.778705940999,108.51482,KODERMA,,
34,20,JHARKHAND,3419,329.0,GIRIDIH,712109,928427,311571,401153,34926,36709,12604612,9136652,607373,718716,5053630,45,279.044089265958,5788,199283,214208,929,8,118633,89247,29386,76.97,97,72.65,28015.4917672899,25495.2873627999,2158.31459449,361.88981,GIRIDIH,,
34,20,JHARKHAND,3420,322.0,BOKARO,406149,579270,145406,216359,29107,36107,4282895,3382185,402302,492343,1915576,43,284.28599932588,2140,77066,86939,282,13,61681,49302,12379,64.32,98,65.0,11401.438172897,9615.0784263,1509.731686597,276.62806,BOKARO,,
34,20,JHARKHAND,3421,325.0,DHANBAD,332104,430647,117829,163061,16664,23661,3373329,2476485,215125,340426,1332439,37,280.646043198324,988,66734,76768,172,1,65768,42862,22906,63.43,98,66.26,8526.55752235501,6950.15716290001,1372.425309455,203.97505,DHANBAD,,
34,20,JHARKHAND,3422,324.0,DEOGHAR,457271,656984,204581,290735,25920,29538,7389052,6317791,399472,513872,3071481,47,281.943643347809,5589,133712,149840,446,0,70282,51770,18512,74.01,96,48.59,18999.915389155,17812.6101245,934.458724655,252.84654,DEOGHAR,,
34,20,JHARKHAND,3423,607.0,RAMGARH,155268,240706,66591,107869,8365,28644,2533556,2335978,156231,621049,1262174,53,281.814133044061,2987,43883,53645,249,22,33227,22313,10914,67.58,98,60.92,7718.200521565,6583.1161488,1004.349782765,130.73459,RAMGARH,,
34,20,JHARKHAND,3424,606.0,KHUNTI,157121,248814,58820,94420,4462,64904,1976332,1566167,68500,1040496,785962,51,283.912023277211,3898,30622,36751,171,0,30969,26877,4092,80.7,98,80.23,5039.66867114599,4446.5364176,486.587273545997,106.54498,KHUNTI,,
36,36,TELANGANA,3614,512.0,Mahabubnagar,128890,206231,78866,138541,22783,21722,1777870,1423150,199673,254196,986090,30,254.901026785652,191,47084,62500,456,1,15144,11914,3230,74.11,30,48.19,5957.337006726,3627.62396270001,1668.797534026,660.91551,MAHABUBNAGAR,1163.0,47261.0
36,36,TELANGANA,3615,698.0,Vikarabad,192231,387319,127822,273152,74715,37172,4492400,3487542,1000765,460682,1966242,37,279.305709946717,343,92557,154934,1574,16,27904,22262,5642,91.37,53,84.86,15494.1412431159,9740.90394278993,4870.280200326,882.9571,VIKARABAD,1129.0,48858.0
36,36,TELANGANA,3617,513.0,Medak,171546,337773,112826,238853,45514,31921,2527781,2024269,340658,339646,1182895,29,266.667812988293,190,69706,112473,962,23,14364,12639,1725,84.61,21,46.14,8442.73740838699,5398.07387129998,2280.760947087,763.90259,MEDAK,1076.0,45887.0
36,36,TELANGANA,3618,516.0,Nizamabad,262630,482391,156183,296614,63308,46377,2993369,1588893,331759,314104,1047488,21,265.945066798079,82,72916,95307,1312,16,18499,16379,2120,61.95,13,34.53,7057.403462846,4225.5825502,1920.403152646,911.41776,NIZAMABAD,1501.0,106621.0
36,36,TELANGANA,3619,501.0,Adilabad,175056,345134,109962,233195,39280,109577,4478766,3673838,554258,1929057,1860724,43,277.867975046802,773,84292,150816,1384,5,25096,20534,4562,84.02,50,58.79,13443.1215213559,10208.4192570999,2540.955394256,693.74687,ADILABAD,1283.0,50031.0
36,36,TELANGANA,3620,508.0,Karimnagar,138946,258478,79580,159595,43269,1187,1637338,1372942,409286,11283,984014,28,261.63228603976,704,48965,63729,992,8,16220,14224,1996,57.72,22,49.54,6381.711414387,3592.0595406,2269.192833787,520.45904,KARIMNAGAR,777.0,40633.0
36,36,TELANGANA,3621,522.0,Warangal,129699,262233,75233,160451,27066,40415,1315316,1065811,157787,293504,690149,24,239.770454057988,89,43847,65503,810,4,8640,6765,1875,70.42,34,43.85,3346.76002009998,2555.49987409998,261.967246,529.2929,WARANGAL,919.0,41427.0
36,36,TELANGANA,3622,509.0,Khammam,320137,661817,175315,389154,98266,88159,3490058,2859126,631753,791169,1706090,24,288.141227735332,272,117464,179581,2387,0,30093,24151,5942,56.56,27,37.41,16358.5526503181,8238.32075890008,7100.688721418,1019.54317,KHAMMAM,1840.0,66418.0
36,36,TELANGANA,3623,514.0,Nalgonda,372252,768581,220261,489541,98842,100696,5950164,4743326,827122,1256383,2948691,29,283.77520657699,274,161230,256604,3593,23,33744,24793,8951,77.22,41,56.36,17854.4404023201,13460.3831551201,3120.8745172,1273.18273,NALGONDA,2093.0,69629.0
36,36,TELANGANA,3624,695.0,Jogulamba Gadwal,169913,359957,83836,187779,43216,2812,1354138,669446,175616,10679,332673,19,306.198149100899,91,35178,54426,424,0,15137,12584,2553,62.24,43,62.71,3761.81876837901,2049.83126123001,1303.574517149,408.41299,JOGULAMBA GADWAL,,
36,36,TELANGANA,3625,686.0,Hanumakonda,97805,195317,57874,120487,31575,3611,1122395,861361,212523,31938,552888,22,255.354979389594,120,37667,54660,504,3,7148,6272,876,82.13,29,39.77,3895.537582067,2199.52820402,1158.450998047,537.55838,HANUMAKONDA,,
36,36,TELANGANA,3626,681.0,Jagtial,171176,278148,100510,178463,45543,8869,1981516,1277816,321596,83400,954319,22,291.787677177314,89,57749,70786,524,1,16412,14063,2349,76.05,19,45.18,6682.46631104107,3728.50962500007,2307.523806041,646.43288,JAGTIAL,,
36,36,TELANGANA,3627,689.0,Jangaon,115385,222282,76408,155082,32476,27960,1702623,1367889,275014,296311,885888,27,252.183454450861,221,49136,72422,711,2,17561,14273,3288,57.7,39,52.46,5562.22721391233,3449.58973325333,1654.095790659,458.54169,JANGAON,695.0,23513.0
36,36,TELANGANA,3628,687.0,Jayashanker Bhopalapally,109552,236563,69409,155783,37782,16976,1285618,803511,193943,117033,433586,22,254.933473567878,55,35477,55935,616,7,8971,6993,1978,59.86,21,43.04,2629.4978096,2048.4185028,212.1585968,368.92071,JAYASHANKER BHOPALAPALLY,,
36,36,TELANGANA,3629,685.0,Kamareddy,255747,482899,155441,296436,59345,40332,2217279,1223914,239373,240418,719519,19,251.753726332079,65,61478,89476,1389,9,14099,12433,1666,58.26,19,39.15,5526.31346849,3081.2491021,1691.74614639,753.31822,KAMAREDDY,1193.0,64032.0
36,36,TELANGANA,3630,690.0,Bhadradri Kothagudem,221945,451678,130691,286568,33837,175717,3251708,2682194,267072,1623792,1636066,32,259.564137178743,498,83026,126587,855,0,22137,17970,4167,69.02,53,54.74,10557.230649627,6962.01371356002,2807.989756067,787.22718,BHADRADRI KOTHAGUDEM,,
36,36,TELANGANA,3631,699.0,Kumram Bheem(Asifabad),121446,238514,88249,183260,30283,66883,2831248,2239075,371960,803672,1197069,35,243.2305464578,209,62277,106616,818,2,14885,11904,2981,68.73,31,37.06,6787.81114961498,5446.11435809998,843.753671515,497.94312,KUMRAM BHEEM(ASIFABAD),,
36,36,TELANGANA,3632,688.0,Mahabubabad,216501,427793,134497,278921,32776,134794,2864372,2327673,223687,1203907,1309925,27,261.117893562799,245,85056,141056,1397,23,18307,16833,1474,83.47,20,42.92,7523.48591143001,6077.97070663001,896.1448948,549.37031,MAHABUBABAD,1437.0,34875.0
36,36,TELANGANA,3633,700.0,Medchal,20832,22409,4485,4988,1445,168,20124,4012,1248,518,2778,13,271.314199900299,0,299,317,4,29,873,747,126,100.0,4,100.0,81.7406906,10.8851257,39.3948149,31.46075,MEDCHAL,,
36,36,TELANGANA,3634,684.0,Mancherial,130599,248870,77097,160021,51436,25468,2104962,1677819,539064,311463,1052930,32,259.941863895926,300,51455,77962,732,1,10721,8694,2027,75.12,21,46.25,7109.54807300299,4361.35398139999,2094.092291603,654.1018,MANCHERIAL,976.0,39696.0
36,36,TELANGANA,3635,694.0,Nagarkurnool,203024,386800,104756,213680,58219,34980,2018180,1453583,430953,248740,939476,24,256.203532536498,171,59951,86455,792,6,19060,14606,4454,77.64,33,73.3,5782.32208428101,3724.13099435001,1285.881089931,772.31,NAGARKURNOOL,1132.0,37977.0
36,36,TELANGANA,3636,680.0,Nirmal,181991,331433,127835,248670,48730,45926,3200498,2538371,487680,654424,1513668,29,258.469181664156,425,85675,136031,1069,4,16974,14059,2915,67.34,30,22.17,9525.03111531225,6560.90675130024,2317.775554012,646.34881,NIRMAL,931.0,53935.0
36,36,TELANGANA,3637,682.0,Peddapalli,124811,251272,70889,156001,33809,4451,1515817,1233397,262360,50928,846985,26,276.089659128407,142,46178,63057,957,2,11062,8350,2712,68.37,18,45.96,6668.525742,3405.281573,2755.369969,507.8742,PEDDAPALLI,706.0,32104.0
36,36,TELANGANA,3638,691.0,Sangareddy,218727,389872,121352,232368,72829,31554,3095980,1804293,628671,252230,1102730,25,259.129555936871,80,70550,103906,836,24,17772,13981,3791,77.73,14,36.72,7634.80937074005,4675.45643870005,2055.46668204,903.88625,SANGAREDDY,1504.0,94035.0
36,36,TELANGANA,3639,518.0,Rangareddy,169627,275871,83473,150710,46689,21239,1435676,1063391,342402,130879,700158,27,317.908744326255,660,39185,51267,613,16,18073,13662,4411,81.78,44,73.9,5684.8313027724,3380.6129753784,1393.420487394,910.79784,RANGAREDDY,1602.0,113009.0
36,36,TELANGANA,3640,692.0,Siddipet,203119,399038,122522,256733,60119,9765,3553010,2826014,618208,132241,1858027,34,269.313763682347,283,81899,121059,1022,22,27237,21726,5511,78.01,65,62.82,11988.16404523,7610.84466559004,3526.65937964,850.66,SIDDIPET,1150.0,61317.0
36,36,TELANGANA,3641,683.0,Rajanna Sirsilla,98816,199172,60101,128547,34243,11918,1299892,1042343,250286,164181,722198,28,270.331494575204,95,36724,49349,435,4,11015,9245,1770,74.82,19,43.84,4483.47905153002,2817.78141050002,1212.05165103,453.64599,RAJANNA SIRSILLA,,
36,36,TELANGANA,3642,696.0,Suryapet,277646,578227,175740,381354,77158,73996,3745087,2982618,596799,601540,1823630,22,260.626163155993,64,134802,227128,3619,11,26699,20962,5737,54.99,23,54.39,12849.582333286,7773.48285500002,4260.461448286,815.63803,SURYAPET,1209.0,45183.0
36,36,TELANGANA,3643,693.0,Wanaparthy,132250,253537,69158,138921,23230,13669,1489741,868375,136766,114787,584986,21,302.905180311501,175,39576,53629,479,5,13580,10501,3079,75.46,40,60.7,4402.883549773,2630.35285952999,1327.342760243,445.18793,WANAPARTHY,589.0,19789.0
36,36,TELANGANA,3644,697.0,Yadadri Bhuvanagiri,156850,288785,89213,176109,37381,18540,1988013,1612950,329556,198510,1246639,26,278.495698015436,105,61346,78841,1089,2,17008,14303,2705,87.43,45,76.33,7089.53302646098,4491.99636113998,1821.090435321,776.44623,YADADRI BHUVANAGIRI,,
36,36,TELANGANA,3645,720.0,Mulugu,84264,172104,52533,111872,19390,41015,1034966,841580,116468,364360,451963,27,277.835718719549,79,30176,48929,312,0,6703,5876,827,72.97,25,38.19,3874.78499957898,2338.20984159998,1205.698977979,330.87618,MULUGU,640.0,16667.0
36,36,TELANGANA,3646,721.0,Narayanpet,114089,201526,64816,129172,21749,6895,1224095,817845,119636,69112,518562,25,253.751055114357,70,32677,47363,339,0,10290,8157,2133,82.64,32,56.71,4301.74351442701,2075.29031670001,1826.709977727,399.74322,NARAYANPET,704.0,38688.0
37,37,LADAKH,3707,9.0,LEH (LADAKH),16786,27310,15951,26314,0,26310,1000000,683780,0,683725,402137,57,270.759587820644,536,11863,15463,10,0,5471,1858,3613,83.67,55,76.74,2637.673866185,1851.3999096,700.385486585,85.88847,LEH (LADAKH),,
37,37,LADAKH,3708,6.0,KARGIL,21355,22320,20356,21288,0,21288,1500000,1319080,0,1319080,920142,63,271.104646579434,43,20707,21085,24,0,2038,1056,982,60.32,4,59.48,3790.5188514,3576.0871721,111.4090493,103.02263,KARGIL,,
